,title,rating,date,review
651,Avis Crédit Agricole #18,"1,0 sur 5 étoiles",(Évaluation de Arnaudeix le 16/05/2021),"Fraudes à la carte bancaire non remboursés aux victimes d'arnaque. Insécurité du système et rejette la responsabilité sur les victimes.J´ai été victime dune fraude à la carte bancaire le 26 mars 2021 et je n'en suis pas responsable, mais on refuse de me rembourser cherchant par tous les moyens de me rendre responsable alors que je n'ai donné aucun code personnel."
652,Avis Crédit Agricole #17,"1,0 sur 5 étoiles",(Évaluation de Karine le 05/05/2021),"Bonjour, je n ai jamais eu autant de soucis avec le crédit agricole.Là j ai eu fraude vis à vis de ma CB. 330€ de débiter depuis le 7avril. Portez plainte sauf que à cette heure ci, rien! Ca m exaspère cette banque ets´ il n y avait que ça. Il y a toujours quelque chose.Je ne conseille à personne cette banque."
653,Avis Crédit Agricole #16,"1,0 sur 5 étoiles",(Évaluation de Anonyme le 10/04/2021),"J'ai fait une demande de financement sur le service en ligne pour acheter un véhicule, le montant du prêt demandé était, je le reconnais, trés élevé 4000€!Un conseiller en ligne me donne un rendez vous téléphonique et m'appele au jour et à l'heure dites, aprés m'avoir posé de nombreuses questions sur divers sujets, assurance, epargne etc, je me permets de lui dire que je veux juste qu'il étudie ma demande de financement, sa réponse: ""vous croyez que nous sommes un distributeur de credit"".Il enchaine sur un questionnement poussé sur mon épargne et ma facon d'épargner ""virement permanent ou de temps en temps"". Ma patience commencant à atteindre ses limites, j'ai mis fin a cette conversation et je vais acheter mon vehicule avec mon ""épargne""."
654,Avis Crédit Agricole #15,"1,0 sur 5 étoiles",(Évaluation de JB le 19/03/2021),"Banque avec des pratiques commerciales très douteuses.Dans le cadre d'une demande de financement pour un achat locatif, j'ai rencontré le CA Languedoc qui m'a fait la meilleure proposition tarifaire.J'ai dû changer l'ensemble des mes comptes perso/pro puis d'attendre 2 mois pour me voir signifier un refus après les conditions suspensives au passage.Tu te retrouves clients à 100% mais ton projet ne se réalise pas.Ils ont fait l'entonnoir afin que je ne puisse pas aller voir leurs confrères.Je précise que l'ensemble des documents furent transmis au préalable."
655,Avis Crédit Agricole #14,"1,0 sur 5 étoiles",(Évaluation de NickAllan le 01/02/2021),Crédit Agricole International Isle De France.Très mauvais service clientèle. Pas de système pour résoudre des problèmes. J’étais obligé de passer par le Médiateur.Attitude bizarre pour une banque internationale avec un client de 10 ans.Quand j'ai porté plainte mes e-mails étaient ignorés. La conseillère a bloqué toutes mes demandes de parler avec son supérieur.Même le service clientèle de la banque n'a pas répondu à mes emails pour essayer de résoudre le problème.
656,Avis Crédit Agricole #13,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 01/02/2021),"Je suis cliente au Crédit Agricole depuis 5 ans.J'ai premièrement ouvert un livret A et un livret jeune. J'ai bien été renseignée quant aux différences et aux intérêts de chacun. Mon conseiller m'a tout expliqué et l'ouverture de ces livrets a été rapide et facile.En ce qui concerne l'application mobile, je l'utilise et la consulte quotidiennement. Je la trouve particulièrement pratique, simple et intuitive. Elle me permet de faire toutes les opérations qui me sont utiles et d'avoir recours à l'ensemble des informations dont j'ai besoin. Lors de mises à jour, un tutoriel est proposé afin de nous aider au mieux.Le service client est quant à lui très réactif, j'ai toujours été bien accueillie, conseillée et aiguillée. Il est facile de prendre contact avec la banque, que ce soit par téléphone ou par email. En cas de besoin la demande est traitée rapidement, parfois même instantanément."
657,Avis Crédit Agricole #12,"1,0 sur 5 étoiles",(Évaluation de Anonyme le 18/01/2021),"Bonjour,J'ai été pendant de nombreuses années secrétaire d'une association à but non lucratif.En 2015, le Président et moi-même avions pris rendez-vous au sein de l'agence du Crédit agricole dans le but de signer une procuration à mon nom. En 2016, j'ai effectué un retrait de 40,00 € en montrant la procuration au conseiller. Malheureusement le Président est décédé en décembre 2019. J'ai pris rendez- vous afin de connaitre le montant du solde disponible. A ma stupéfaction, il me dit que la procuration n'a jamais été enregistrée et qu'il ne pouvait pas me communiquer le solde disponible.Le Crédit agricole a commis deux grosses erreurs: non enregistrement de la procuration et autorisation d'un retrait de 40,00 € après la signature de la procuration.Suite à de nombreux entretiens, le Directeur a reconnu les erreurs commises et après m'avoir annoncé le montant du solde, j'ai immédiatement soldé le compte et mis fin à la collaboration avec le Crédit agricole."
658,Avis Crédit Agricole #11,"3,8 sur 5 étoiles",(Évaluation de Hugo le 01/12/2020),"Je suis client du Crédit Agricole (Brie Picardie) depuis une dizaine d'année.Détenteur d'un compte-courant, d'un livret A et d'un PEL, leurs services sont satisfaisants, et des conseillers sont joignables par téléphone facilement ou par mail (réponse dans les 24h ouvrées). Même si les tarifs sont assez élevés, des gestes commerciaux peuvent être pratiqués, en réduisant les frais d'irrégularités et d'incidents par exemple. Cependant, les procédures pour ouvrir des comptes ou plans d'épargne peuvent sembler chronophage, en rendant par exemple obligatoire le rendez-vous avec un conseiller.La plateforme en ligne / l'application sont assez simples d'utilisation et complètes. On peut également y trouver des informations sur les différents produits financiers existants au sein du Crédit Agricole, ce qui est intéressant quand on cherche à financer ses projets. Quelques transactions restent un peu contraignantes, comme le fait de ne pas pouvoir enregistrer des RIB hors Crédit Agricole sans l'aval d'un conseiller.Il serait intéressant que cette banque adopte une démarche plus responsable d'un point de vue sociétal et environnemental, en arrêtant de financer des projets polluants notamment.Dans l'ensemble, je suis satisfait de mon expérience consommateur au Crédit Agricole."
659,Avis Crédit Agricole #10,"3,8 sur 5 étoiles",(Évaluation de Anonyme le 02/11/2020),"Mon avis concerne le Crédit Agricole, ma banque depuis que j'ai commencé à travailler à l'adolescente.J'ai ouvert un compte jeune à l'époque que ma banque a vite fait évolué au fur et à mesure des changements de vie et de ma situation. Un compte commun a été ouvert avec mon compagnon. Les opérations ont toujours été fluides et claires. Je n'ai jamais eu à déplorer de manquements ou d'incompréhensions jusqu'à l'arrivée de pléthores de fonctionnalités en ligne.Un service client régional difficile à atteindre et déplaisant jusqu'à ce qu'on démange et change d'agence régionale : nos interlocuteurs sont désormais réactifs et font preuve de gentillesse. Comme quoi, tout dépend des employés."
660,Avis Crédit Agricole #9,"2,8 sur 5 étoiles",(Évaluation de Emmanuelle le 19/10/2020),"Je suis Emmanuelle et je suis cliente du Crédit Agricole depuis le mois de février 2020.Je dois dire que j’ai un avis mitigé sur le Crédit Agricole. J’ai opté pour cette banque car elle m’a présenté la meilleure offre de prêt dans le cadre de l’achat de mon bien immobilier. Je ne connaissais pas avant le principe des banques coopératives et je trouve ça intéressant. Mon enregistrement chez eux avec tous les papiers s'est déroulé de manière assez efficace mais un peu trop rapide à mon goût ; de ce fait, je déplore le service clientèle reçu qui selon moi, dépend surtout du conseiller sur qui l’on tombe. Tout est toujours évasif, je reçois le minimum d’explication : j’ai toujours trouvé nos échanges qu’ils soient via la messagerie interne ou même physiquement, assez expéditifs.En dehors de cela, j’aime beaucoup la plateforme web.J’ai mon crédit immobilier chez le Crédit Agricole mais en raison d’une expérience clientèle décevante, je n’y resterai pas nécessairement cliente longtemps."
661,Avis Crédit Agricole #8,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 15/10/2020),"Le crédit agricole m’a proposé plusieurs offres pour que nous puissions trouver ensemble celle qui me correspondait le mieux.Les procédures étaient simples et il y avait toujours quelqu’un pour répondre à mes questions. Les fonctionnalités sont faciles d’accès et sécurisées, parfois même un peu trop puisqu’un numéro de téléphone est requis pour la plupart des achats et des identifications en ligne.Je n’ai pas eu à faire avec le service client mais le personnel des agences est compétent, sympathique et à l’écoute."
662,Avis Crédit Agricole #7,"4,8 sur 5 étoiles",(Évaluation de Anonyme le 20/07/2020),"Je possède plusieurs comptes bancaires chez eux. PEL, jeune, chèque, et le dernier en date : le livret A. En étant déjà cliente, l’ouverture de ce dernier compte fut simple et rapide. J’ai naturellement contacté mon conseiller sur la plateforme mobile. Après avoir reçu une réponse dans les jours qui ont suivi, j’ai pu signer électroniquement mes documents et mon compte est apparu sans délai sur mon application.En ce qui concerne leur service téléphonique, j’ai récemment pris contact avec ma banque pour obtenir des informations sur l’assurance téléphone qu’ils proposent. À la fin de l’entretien, bien que j’ai pu poser toutes les questions auxquelles je pensais, je restais indécise. On m’a alors suggéré que le contrat soit transféré sur mon espace personnel, ainsi je peux le signer à tout moment.À mon sens, une seule chose manque sur l’application : la possibilité de bloquer sa carte de crédit directement sur celle-ci. Mis à part cette mise à jour que j’espère voir apparaitre sur leur plateforme mobile je n’ai jamais eu de problème avec cette banque ou un de leur service. Lors de mon voyage en Australie il y a 2 ans ils ont été très réactifs au sujet des papiers à effectuer avant mon départ (garant, autorisation de bénéficier étrangère, etc.). Le Crédit Agricole a toujours répondu à mes questions avec bienveillance."
663,Avis Crédit Agricole #6,"4,3 sur 5 étoiles",(Évaluation de Sam 322 le 11/07/2020),"Je me souviens de mon premier rendez-vous chez Crédit Agricole alors que j'étais encore mineure. Tout s'était bien déroulé. L'ouverture du compte s'est faite très facilement et en un temps plutôt court. Le conseiller, nous ayant agréablement bien reçus, avait su répondre à tous nos questionnements.En revanche, lors de mes 18 ans, j'ai pu rencontrer quelques complications. Durant un an environ, sans le savoir, j'étais toujours considérée comme mineure, ce qui posait vraiment problème lors de certains paiements.À ce moment-là, j'ai dû contacter le service clientèle par téléphone qui m'a répondu très rapidement. Grâce à leurs explications claires, j'ai vite compris la non-prise en compte de mon passage à la majorité, pourtant indiqué lors d'un entretien avec un conseiller. Le problème a aussitôt été réglé.J'utilise assez régulièrement l'application Ma Banque du Crédit Agricole pour consulter mes dépenses directement sur mon téléphone et j'en suis plutôt satisfaite. De temps en temps, je me connecte en ligne pour modifier mes informations personnelles ou pour éditer un RIB.Je suis, dans l'ensemble, plutôt contente du Crédit Agricole et de ses fonctionnalités."
664,Avis Crédit Agricole #5,"3,8 sur 5 étoiles",(Évaluation de Lili M le 30/06/2020),"Je suis pleinement satisfaite de leurs produits et de leurs services.J'ai souscrit à divers produits financiers tels que compte courant, compte sur livret, plan d'épargne en actions.Je les ai récemment contactés afin d'ouvrir un compte pour mon fils de 14 ans avec une carte Mozaïc de retrait. Tous les renseignements utiles m'ont été délivrés par téléphone et un simple rendez-vous, obtenu très rapidement, a été nécessaire pour finaliser la procédure.Je n'ai aucune difficulté pour les joindre par téléphone bien que je préfère me rendre sur leur site internet pour des informations d'ordre général, ou sur l'application sur smartphone ""Ma Banque"" qui fonctionne très bien et me permet de consulter mon compte, effectuer des virements, commander des chéquiers ou prendre rendez-vous.Les contacts que j'ai pu avoir se sont toujours bien déroulés mais je regrette néanmoins que les conseillers clientèle changent régulièrement et ne soient parfois pas suffisamment formés pour traiter des sujets spécifiques : un second rendez-vous m'a déjà été proposé par mon conseiller qui n'était pas en mesure de me renseigner sur les investissements immobiliers et leur financement."
665,Avis Crédit Agricole #4,"4,0 sur 5 étoiles",(Évaluation de Anonyme le 30/06/2020),"Je suis depuis toujours au Crédit Agricole. Je possède plusieurs comptes bancaires et j’y ai souscrit une assurance auto.Lorsque je veux des informations ou faire des modifications sur mon compte, on me répond rapidement et les explications sont plutôt claires. Quand je veux faire des changements, en général ils sont immédiats. Par exemple, j’ai déménagé de Normandie en Bretagne, et le changement de banque est plutôt bien organisé.Je suis quelqu’un qui perd malheureusement souvent sa carte bancaire et le service clientèle est toujours très réactif tout en restant avenant, même par téléphone. C’est très appréciable, surtout lorsque l’on est stressé par la situation !Je trouve que l’application du Crédit Agricole est bien faite parce qu’on s’y retrouve facilement. On sent aussi que la sécurité est prioritaire car l'identification est requise à chaque connexion. C’en est même un peu long. Jusqu’à récemment, il était plus facile de naviguer sur cette application que sur le site internet. Ce n’est pas forcément une banque qui veut me vendre absolument des produits : ils essaient de prendre en compte avant tout mes besoins. C’est pour ça que j’y reste."
666,Avis Crédit Agricole #3,"4,5 sur 5 étoiles",(Évaluation de Anonyme le 30/06/2020),"Cliente du Crédit Agricole Centre France, j'ai eu à solliciter l'aide d'un conseiller.Ma situation financière n'était pas au beau fixe et j'avais des remboursements crédits à honorer. J'ai donc pris rendez-vous en ligne. Le rendez-vous m'a été immédiatement été confirmé. Cette entrevue m'a permis d'exposer ma situation. L'écoute a été parfaite et la solution trouvée.En l'occurrence, ce fut une suspension des mensualités qui m'incombaient. Les conditions m'ont été parfaitement exposées et j'ai signé l'acceptation en toute connaissance de cause. Car deux possibilités s'offraient à moi. La première consistait à rallonger la durée du remboursement d'autant de mois suspendus. La seconde était basée sur une durée identique, mais des remboursements revus à la hausse pour compenser les mensualités ""manquantes"".Mon choix s'est porté sur la première proposition. C'est ainsi que j'ai pu traverser cet épisode critique sans dommage pour mes finances. Cette période de 6 mois m'a permis d'alléger mes dépenses mensuelles et d'assainir l'état de mon compte courant."
667,Avis Crédit Agricole #2,"4,3 sur 5 étoiles",(Évaluation de William le 25/06/2020),"Je suis client du Crédit Agricole depuis plus de cinq ans.J'ai vu l'application en ligne évoluer et elle est aujourd'hui bien plus ergonomique qu'avant. Les démarches comme l'édition de RIB en sont bien plus intuitives et la navigation est facilitée.L'accompagnement client est correct et assuré par des rendez-vous réguliers, ce qui rend l'expérience client assez agréable.Notons que pour les jeunes de moins de 25ans ils proposent des cartes très peu chères, ce dont j'ai bénéficié.Par ailleurs j'ai pu apprécier certains gestes commerciaux réalisés par la banque ainsi que leur réactivité pour résoudre des problèmesLe temps d'attente pour joindre quelqu'un est relativement court et l'aide fournie est efficace.L'ouverture de nouveaux comptes est très facile mais je regrette qu'elle ne puisse pas se faire en ligne sans passer par un envoi de mail. Toutefois il m'a été très simple d'ouvrir un nouveau compte pour démarrer mon activité et je sais qu'il sera simple de le fermer si besoin."
668,Avis Crédit Agricole #1,"4,3 sur 5 étoiles",(Évaluation de Mathilde le 25/06/2020),"Je suis cliente chez Crédit Agricole depuis une dizaine d’années maintenant.J’ai choisi cette banque suite à une mauvaise expérience chez un concurrent et je ne regrette pas, je ne suis absolument pas déçue de cette décision.Je possède chez eux un compte courant ainsi que deux comptes épargnes, un livret A et un livret jeune.J’apprécie particulièrement le service clientèle de cette banque, je n’ai eu que d’excellents contacts avec ma conseillère bancaire. Ainsi, celle-ci est toujours disponible très rapidement pour répondre à mes questions et m’accompagner que ce soit par mail ou en rendez-vous physique. Elle m’a notamment aidée à choisir les placements qui correspondent le mieux à mes besoins et attentes, et m’a également aiguillé dans le choix d’une nouvelle carte bancaire.La banque possède également une application pour smartphone que je trouve très simple d’utilisation et qui permet de gérer ses comptes efficacement, je l’utilise d’ailleurs très régulièrement.Lorsque j’ai changé de banque, ma conseillère s’est occupée de toutes les opérations et transferts d’argent à ma place, si bien que je n’ai rien eu à gérer moi-même, c’est pourquoi je recommande Crédit Agricole."
669,Avis Ma French Bank #48,"2,4 sur 5 étoiles",(Évaluation de Gilbert le 06/07/2022),J'ai un compte de FRENCH BANK depuis 2 mois tout fonctionne à merveille; et là ils me disent qu'ils vont clôturer le compte sans motif. Mon compte est approvisionné en positif tout le temps. Déja c’était un gros problème pour l'ouvrir depuis internet il fallait que je me rende dans un bureau de la poste pour le faire. Merci à la poste de la La Réunion.
670,Avis Ma French Bank #47,"3,2 sur 5 étoiles",(Évaluation de Anonyme le 05/07/2022),"Tellement difficile d'obtenir le service client, juste rien que pour changer mon numéro de téléphone sur l'application et leur expliquer que je n'ai plus l'ancien numéro.Ca va sur 2 mois que j'appelle sans suite, parfois ça raccroche subitement."
671,Avis Ma French Bank #46,"2,2 sur 5 étoiles",(Évaluation de Anonyme le 03/07/2022),"Je pensais souscrire à un service moderne mais non, c'est nul. Si la souscription c'est avéré moyennement facile, il s'avère qu'à l'usage c'est compliqué.Effectivement un seul parent peut avoir accès à l'application et je ne peux plus faire de virements instantanés à mes enfants, il faut tout prévoir."
672,Avis Ma French Bank #45,"2,6 sur 5 étoiles",(Évaluation de Anonyme le 27/06/2022),"J'ai ouvert très facilement mon compte par internet jeudi dernier. Mon identité numérique étant vérifiée,French bank me demande d'effectuer un virement de 50 euros ce que je fais immédiatement. Mon virement est crédité sur la french bank. On me dit que ma carte bancaire est en fabrication. Je ne m'inquiète donc pas. Aujourd'hui, lundi , je reçois un mail m'indiquant que le virement que j'ai fait sur mon compte n'est pas valide car il n'a pas été envoyé d'un compte à mon nom mais c'est un compte commun donc mon nom figure sur le libellé.Je suis donc coincée car j'ai 50 euros bloqués que je ne peux pas utiliser, ni même virer sur un autre compte puisque mon compte n'est pas totalement ouvert. Je vais donc envoyer un courrier recommandé pour clôturer ce compte."
673,Avis Ma French Bank #44,"3,0 sur 5 étoiles",(Évaluation de Paco le 22/06/2022),"Un virement qui vient de l'étranger, c'est 24h en général, 48h rarement. Chez ma french bank 96h sans aucune explication. Je travaille avc une entreprise basée à Barcelone, je reçois des virements constamment. Finalement les plus rapides sont n26 malgré des charges elevées."
674,Avis Ma French Bank #43,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 17/06/2022),"J'ai ouvert un compte chez Ma French Bank pour préparer un voyage, en effet, je souhaitais profiter de la gratuité des retraits et des paiements hors zone Euro. Pour ce voyage, j'ai fait le choix du compte classique proposé à 2€90 par mois. L'enregistrement sur la plateforme de Ma French Bank se réalise assez rapidement, après le premier virement, la carte arrive sous une semaine, accompagnée du code secret.La carte est simple, et elle n'est pas en relief. Cela m'a posé problème lorsque j'étais à l'étranger (au Brésil), car elle n'était pas acceptée partout. En ce qui concerne son utilisation, la carte dispose d'une double authentification en ligne sur l'application pour les paiements par internet, ce qui est pratique pour les voyages à l'étranger, à l'inverse de certaines banques qui utilisent encore la confirmation par SMS. J'ai beaucoup apprécié le fait que les dépenses soient débitées en direct, c'est très pratique pour gérer son budget.J'ai beaucoup aimé le fait de pouvoir alimenter son compte avec une autre carte bancaire, cela est pratique et rapide.Ma French Bank n'innove pas beaucoup dans les produits qu'elle propose, la fonction tirelire n'est pas très intéressante, en ce qui concerne le micro-crédit rapide, ses conditions d'obtentions ne sont pas transparentes, j'ai essayé d'en demander un, et le refus était systématique et sans justifications.Je regrette également le fait qu'il faille payer 90 centimes par retrait s'il est effectué dans une autre banque que la Poste, en 2022, ce n'est pas acceptable.Le service client est assez réactif, et je n'ai eu que des expériences positives, ils répondent rapidement au téléphone. Cependant le chat de l'application bug souvent."
675,Avis Ma French Bank #42,"1,8 sur 5 étoiles",(Évaluation de GBM le 17/06/2022),"1ere tentative d'ouverture de compte clôturée car les justificatifs ne sont pas demandés à la banque mais par un mail ressemblant à un spam que nous n'avions pas vu.Passe encore.2ème tentative: le service de finalisation de l'ouverture à qui on envoie les justificatifs par mail dans les temps cette fois-ci nous renvoie un mail menaçant de clôturer le compte car le nom sur le justificatif de domicile ne correspond à celui qui a signé l'attestation d'hébergement. Pourtant, le nom sur l'attestation apparaît bien dans le corps du justificatif en tant que co-titulaire du compte.Bref, cela semble simple mais c'est très prise de tête et chronophage. Cherchez ailleurs si vous pouvez. C'est ce que je ferai si le compte est à nouveau clôturé arbitrairement."
676,Avis Ma French Bank #41,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 03/06/2022),"Déçu de ma French Bank. Ouverture du compte avec ma conseillère. Ce que proposait cette banque en ligne m’avait charmé : pas de découvert, pouvoir économiser une certaine somme dans sa tirelire à chaque achat, s’il y avait un quelconque souci pouvoir contacter directement un conseiller. Plus d’une semaine plus tard sans nouvelle de ma carte, je décide de contacter le service client (en ligne) : j’explique que je n’ai toujours pas reçu ma carte bancaire et donc je souhaite savoir combien de temps je devais encore attendre ? Le conseiller virtuel me remercie et surprise me dit que j’allais recevoir un mail concernant la clôture de mon compte. Ayant lu tous ces avis négatifs concernant cette banque, je ne suis même pas surpris au final. J’attends les remboursements de mes 50€ de l’ouverture de mon compte."
677,Avis Ma French Bank #40,"2,3 sur 5 étoiles",(Évaluation de Anonyme le 26/05/2022),"J'ai souscrit un compte We Start à mes 2 enfants. A l'usage, cela s'est révélé compliqué au quotidien :1. Seul un des parents peut avoir l'application de suivi des comptes des enfants;2. Pour alimenter leur compte, il faut faire un paiement CB et l'application n'enregistre pas les coordonnées de la carte. Il faut resaisir à chaque fois."
678,Avis Ma French Bank #39,"4,6 sur 5 étoiles",(Évaluation de Sonia le 06/05/2022),"J´en suis très contente. Mon argent arrive en temps et en heure. L´application est très simple. Nous sommes informés de chaque transaction, c´est vraiment sécurisant."
679,Avis Ma French Bank #38,"2,2 sur 5 étoiles",(Évaluation de J le 03/05/2022),"Service d'ouverture de compte très facile mais draconienne pour clôturer le compte et surtout transférer le solde. Envoyer 1 lettre recommandée avec AR + devoir rappeler et transmettre le rib de ma nouvelle banque. Depuis mars 2022, toujours pas de transfert de fonds."
680,Avis Ma French Bank #37,"4,5 sur 5 étoiles",(Évaluation de Amélie le 26/04/2022),"Ma mère, cliente depuis de nombreuses années chez Ma French Bank, m'a ouvert un compte ado alors que j'étais encore mineure, avec une facilité presque déconcertante. Elle n'était pas si à l'aise à l'idée que j'aie un compte bancaire avnt l'âge adulte, mais la simplicité des transferts et le fait de tout voir en temps réel l'a vraiment rassurée. Quand il m'est arrivé de perdre ma carte à l'étranger, le service client s'est montré génial et a tout de suite su géré la situation avec une très grande amabilité."
681,Avis Ma French Bank #36,"2,4 sur 5 étoiles",(Évaluation de Anne le 19/04/2022),"Ce n'est pas une néo banque adaptée à un départ à l'étranger, contrairement à ce qu'elle laisse paraître. Compte ouvert à La Poste très rapidement, sauf que des semaines plus tard, et déjà après mon départ à l'étranger, toujours pas de carte. Pour les contacter, 2 solutions : un numéro français (pas possible de les appeler via skype, et eux refusent de me contacter sur mon numéro étranger) et un chat (qui n'est pas disponible la plupart du temps). Donc seule option pour moi : le chat, sauf que le conseiller me demande de les appeler, car ils ne peuvent me divulguer la raison du blocage sur mon compte uniquement par téléphone ! C'est le comble. A part ça, le service client a reçu 4 fois mes justificatifs de domicile et continue de me dire qu'ils n'ont jamais rien reçu (nota bene : ils prétendent ne pas demander de justificatif de domicile contrairement aux souscriptions dans les autres banques, c'est donc faux.)"
682,Avis Ma French Bank #35,"1,8 sur 5 étoiles",(Évaluation de Nora le 10/04/2022),"Ouverture de compte en 5 min à la poste, mon mari a ouvert le compte 1 mois, il y reçoit son 1er salaire et 3 jours après son compte est bloqué et clôturer sans préavis. Quand je demande la raison, ils prétendent que je ne leur ai pas transmis le justificatif de domicile, ni répondu aux alertes de rappel. Hormis la confirmation de l´ouverture, ou l activation en ligne de l app et des infos de l´app je n'ai jamais jamais rien reçu de leur part. Bien sûr tu proposes de donner ton justificatif et la réponse est ""non impossible c'est irrévocable"". Dans la loi un compte peut être fermé après 60 jours de préavis, or pas de préavis et compte ouvert depuis 30/35 jours. Bref j'attends le remboursement en urgence mais quand je vois tous les avis négatifs et les comptes clôturés sans préavis plus l'argent non remboursé après de longs délais (1 voir 4 mois), je me demande si je vais vraiment récupérer mon dû dans la semaine. Il y a une réglementation bancaire que ne semble pas respecter cette filiale de la poste."
683,Avis Ma French Bank #34,"4,3 sur 5 étoiles",(Évaluation de Hugues le 03/04/2022),"J’ai ouvert un compte courant à la French Bank à la suite d'un piratage sur un autre compte. L’ouverture fut facile, rapide et tout en ligne. Cela ne m'a pris que 30 minutes et deux semaines plus tard j’ai reçu la carte bleue. Pour l’alimentation, tout ce fait en ligne, par le biais de virements, de compte à compte. L’interface utilisateur est intuitive. On y retrouve toutes les rubriques nécessaires, je n’ai eu aucun souci d’orientation. Il propose des services de cagnotte ou même de prêt que je n’ai pas encore eu l’occasion d’essayer. Tout fonctionne bien sur le navigateur Chrome ainsi que sur le smartphone où je n’ai eu aucun ennui. Mais sur le navigateur Brave que j’utilise et qui bloque les balises et les pubs, cela rend l’utilisation de leurs sites impossible."
684,Avis Ma French Bank #33,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 22/02/2022),"L'idée d'avoir une seconde banque ne me plaisait pas trop. Mais j'avais le sentiment de me faire arnaquer par ma première banque. Sur recommandations de mes collaborateurs au bureau, j'ai décidé de faire quelques recherches sur une autre banque. J'ai privilégié l'aspect banque en ligne et surtout la flexibilité. Je suis tombé sur des propositions de Ma French Bank. Étant dubitatif, j'ai pris quelques renseignements auprès de mes proches et ils m'ont tous dit que ce serait une bonne aubaine pour moi. J'ai donc ouvert un compte en ligne et pendant la configuration, j'ai eu droit à une option qui me permettait de surveiller mon premier compte pour mieux retracer mes mouvements financiers. Ce que je n'ai pas hésité à faire. Je me suis fait établir une carte bancaire pour faciliter les retraits à l’international. La cerise sur le gâteau est que j'ai eu la possibilité d'ouvrir un compte pour ma fille de 15 ans. Cela fait maintenant 8 mois que je suis chez Ma French Bank, et l'expérience est vraiment intéressante."
685,Avis Ma French Bank #32,"3,7 sur 5 étoiles",(Évaluation de Anonyme le 19/01/2022),"J'ai ouvert un compte il y a quelques mois et je n’ai rien à en redire. ma French Bank est une néobanque française, facile d'utilisation et plutôt intuitive. J'ai pu ouvrir mon compte en quelques clics, et je peux effectuer des opérations bancaires facilement et rapidement (à noter : je ne l'utilise pas comme compte principal, mais je suppose qu'il fait aussi bien l'affaire pour cela). Le compte fonctionne bien pour l'instant et je n’ai pas rencontré de problème particulier. L'un des avantages principaux, et la raison pour laquelle je suis allée dans cette banque, est la carte bancaire qui ne prend pas de frais à l'étranger. C'est un réel plus par rapport aux cartes bancaires des banques traditionnelles. Je n'ai en revanche pas testé le service client, de ce que j'ai lu ce n'est pas le point fort de cette banque. A voir."
686,Avis Ma French Bank #31,"3,3 sur 5 étoiles",(Évaluation de Anonyme le 12/01/2022),"Je désire clôturer mon compte Ma French Bank car je n'en ai plus l'utilité. Je trouve en plus leurs tarifs trop élevés et je n'apprécie pas qu'il n'y ait pas de virement instantané. J'ai donc laissé dessus un peu d'argent pour les frais de tenue de compte et j'ai envoyé un recommandé avec avis de réception pour clôturer mon compte. Le problème est que ces frais m'ont été prélevés deux mois de suite, Ma French Bank n'ayant pas fait le nécessaire pour fermer mon compte. J'ai donc appelé le service client, mais sans succès pour le moment car j'ai à faire à un assistant vocal et non à une personne. Je vais donc envoyer un mail en espérant avoir vite une réponse et la clôture de mon compte."
687,Avis Ma French Bank #30,"3,2 sur 5 étoiles",(Évaluation de Djamila le 07/01/2022),"J´ai ouvert un compte french depuis plus d´un an, tout me satisfaisait, j ai même ouvert un compte we start pour mon ado, mais récemment j ai payé un billet d avion avec la carte french Bank et ce billet a été annulé. La campagnie aérienne a procédé au remboursement sauf que cet argent je ne l´ai jamais reçu sur mon compte et mon solde n´a jamais bougé. Si soit disant le remboursement n´est pas visible sur l´application, en consultant le relevé bancaire en revanche à la fin du mois j ai bien vu qu il y avait eu remboursement, mais cet argent je ne l´ai jamais reçu sur mon compte, je suis sûre et certaine parce que je consulte régulièrement mon compte dans la journée."
688,Avis Ma French Bank #29,"4,0 sur 5 étoiles",(Évaluation de Anonyme le 21/12/2021),"J'ai souscrit à un compte Ma French Bank avec un ami venu en France pour une courte durée. Il avait besoin d'un compte bancaire afin qu'il puisse y recevoir son salaire, pour une courte mission de quelques mois seulement.En 30mn le compte était créé, la carte banquaire remise en main propre, et l'application mobile était installée et synchronisée. Celle-ci est super simple d'utilisation, les menus sont clairs et faciles à prendre en main, même pour les plus novices. J'aimerais ajouter que la clôture du compte s'est faite assez facilement également : après avoir appelé le service client par téléphone (le délai d'attente pour avoir quelqu'un en ligne prend toujours un peu de temps...), nous avions reçus des instructions claires pour procéder à la résiliation. Seul bémol, le délai a été un peu long. Suite à l'envoi du courrier avec les éléments demandés, le compte a été clôturé après 3 semaines."
